ID_Venta,ID_Cliente,Monto,Fecha,Nombre,Ciudad,Total_Gastado_Cliente,Conteo_Transacciones_Ciudad
521,374,683.15,23/01/2024,Ana Martinez,Mazatlan,4068.95,406.0
522,331,605.96,19/05/2024,Ana Martinez,Los Mochis,605.96,445.0
523,5,472.67,16/09/2024,Lucia Diaz,Los Mochis,3731.07,445.0
524,348,631.74,23/07/2024,Elena Solis,Guasave,4152.58,402.0
525,274,647.15,03/05/2024,Pedro Hernandez,Salvador Alvarado,2210.12,476.0
527,408,525.18,12/06/2024,Lucia Diaz,Guasave,2233.27,402.0
529,484,780.93,13/12/2024,Ana Martinez,Guasave,2956.71,402.0
532,122,876.62,13/04/2024,Maria Garcia,Guasave,4463.1,402.0
533,142,1005.4,05/12/2024,Luis Lopez,Guasave,4422.65,402.0
534,2,639.35,12/05/2024,Carlos Ruiz,Mazatlan,1613.64,406.0
538,244,646.63,16/09/2024,Luis Lopez,Mazatlan,3403.33,406.0
540,39,93.04,19/11/2024,Pedro Hernandez,Salvador Alvarado,2536.6,476.0
541,74,959.35,18/09/2024,Ana Martinez,Culiacan,3231.36,424.0
543,409,493.44,11/02/2024,Pedro Hernandez,Salvador Alvarado,2574.4,476.0
544,13,970.75,10/01/2024,Carlos Ruiz,Culiacan,4291.0,424.0
546,335,943.56,19/09/2024,Ana Martinez,Los Mochis,2146.65,445.0
547,42,60.38,16/03/2024,Luis Lopez,Guasave,4837.82,402.0
549,345,131.66,09/02/2024,Lucia Diaz,Salvador Alvarado,3409.81,476.0
550,432,348.0,27/08/2024,Juan Perez,Mazatlan,4233.14,406.0
551,42,994.49,13/12/2024,Luis Lopez,Guasave,4837.82,402.0
552,6,999.74,13/09/2024,Ana Martinez,Guasave,5148.5,402.0
553,254,639.14,21/05/2024,Elena Solis,Culiacan,4959.58,424.0
554,189,482.12,28/07/2024,Juan Perez,Salvador Alvarado,1818.84,476.0
555,140,511.4,09/01/2024,Lucia Diaz,Mazatlan,3051.13,406.0
557,241,455.95,19/02/2024,Lucia Diaz,Mazatlan,1850.21,406.0
558,500,945.77,13/10/2024,Lucia Diaz,Salvador Alvarado,2526.42,476.0
559,84,911.69,18/08/2024,Carlos Ruiz,Guasave,2720.45,402.0
560,479,603.47,26/08/2024,Pedro Hernandez,Los Mochis,3824.2,445.0
561,207,267.01,02/03/2024,Lucia Diaz,Guasave,1566.45,402.0
564,475,502.89,26/10/2024,Pedro Hernandez,Guasave,2515.61,402.0
565,460,931.8,30/03/2024,Lucia Diaz,Guasave,2545.8,402.0
569,215,93.9,23/09/2024,Lucia Diaz,Guasave,3764.61,402.0
570,432,40.53,23/10/2024,Juan Perez,Mazatlan,4233.14,406.0
571,360,652.55,24/09/2024,Lucia Diaz,Culiacan,1883.85,424.0
572,235,349.98,24/03/2024,Elena Solis,Los Mochis,4488.88,445.0
573,200,347.33,24/10/2024,Ana Martinez,Guasave,2319.62,402.0
574,391,954.37,30/11/2024,Pedro Hernandez,Salvador Alvarado,3794.73,476.0
575,267,984.23,17/09/2024,Carlos Ruiz,Los Mochis,4454.15,445.0
576,97,520.38,17/12/2024,Pedro Hernandez,Culiacan,708.49,424.0
577,263,75.57,07/12/2024,Ana Martinez,Mazatlan,2050.03,406.0
578,106,699.85,19/03/2024,Maria Garcia,Mazatlan,4375.33,406.0
579,451,611.35,26/04/2024,Luis Lopez,Culiacan,4119.26,424.0
580,163,370.13,29/11/2024,Maria Garcia,Mazatlan,3135.06,406.0
581,86,79.99,13/10/2024,Elena Solis,Los Mochis,2522.23,445.0
582,467,730.02,15/04/2024,Carlos Ruiz,Mazatlan,5358.82,406.0
584,461,341.52,05/01/2024,Juan Perez,Salvador Alvarado,3145.29,476.0
585,328,253.0,18/09/2024,Lucia Diaz,Los Mochis,2314.18,445.0
586,60,872.25,22/04/2024,Ana Martinez,Guasave,4568.57,402.0
587,305,778.05,02/09/2024,Juan Perez,Culiacan,1477.63,424.0
588,45,356.58,13/10/2024,Elena Solis,Culiacan,2329.21,424.0
590,451,716.61,24/04/2024,Luis Lopez,Culiacan,4119.26,424.0
591,452,196.87,06/02/2024,Luis Lopez,Mazatlan,2386.91,406.0
592,255,932.04,05/12/2024,Carlos Ruiz,Culiacan,4247.88,424.0
593,218,604.85,24/05/2024,Luis Lopez,Mazatlan,4628.45,406.0
595,434,1001.68,17/01/2024,Lucia Diaz,Mazatlan,4549.77,406.0
596,110,118.07,02/02/2024,Maria Garcia,Guasave,1617.54,402.0
597,200,440.32,02/08/2024,Ana Martinez,Guasave,2319.62,402.0
598,7,470.84,21/08/2024,Carlos Ruiz,Mazatlan,1584.17,406.0
600,152,243.53,16/09/2024,Maria Garcia,Los Mochis,3150.7,445.0
601,54,698.6,14/02/2024,Lucia Diaz,Guasave,2215.63,402.0
602,450,953.14,29/10/2024,Elena Solis,Salvador Alvarado,5990.32,476.0
603,74,805.95,21/10/2024,Ana Martinez,Culiacan,3231.36,424.0
604,158,853.99,12/03/2024,Ana Martinez,Salvador Alvarado,3044.97,476.0
605,374,484.05,14/04/2024,Ana Martinez,Mazatlan,4068.95,406.0
606,306,150.38,29/02/2024,Maria Garcia,Guasave,3367.22,402.0
607,235,880.25,22/04/2024,Elena Solis,Los Mochis,4488.88,445.0
609,403,828.94,21/04/2024,Pedro Hernandez,Los Mochis,3613.22,445.0
611,170,132.76,12/04/2024,Luis Lopez,Los Mochis,365.43,445.0
612,306,242.34,01/12/2024,Maria Garcia,Guasave,3367.22,402.0
613,16,883.92,29/04/2024,Juan Perez,Los Mochis,4206.5,445.0
614,34,586.65,06/05/2024,Juan Perez,Guasave,3660.38,402.0
615,146,206.9,13/02/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
616,184,315.68,07/01/2024,Ana Martinez,Culiacan,4321.23,424.0
618,343,195.24,12/05/2024,Lucia Diaz,Culiacan,1824.62,424.0
619,432,571.43,21/11/2024,Juan Perez,Mazatlan,4233.14,406.0
620,57,106.22,25/10/2024,Carlos Ruiz,Salvador Alvarado,3931.21,476.0
622,405,164.42,27/08/2024,Elena Solis,Los Mochis,2716.18,445.0
623,306,610.0,23/11/2024,Maria Garcia,Guasave,3367.22,402.0
624,135,478.43,21/06/2024,Maria Garcia,Los Mochis,3239.6,445.0
625,119,141.86,14/05/2024,Pedro Hernandez,Los Mochis,1626.57,445.0
626,391,675.73,14/08/2024,Pedro Hernandez,Salvador Alvarado,3794.73,476.0
628,146,505.28,15/10/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
631,282,692.97,25/11/2024,Luis Lopez,Los Mochis,4013.52,445.0
633,462,978.9,08/02/2024,Ana Martinez,Los Mochis,2004.53,445.0
634,61,84.11,26/04/2024,Maria Garcia,Salvador Alvarado,3533.93,476.0
635,38,875.31,10/03/2024,Carlos Ruiz,Los Mochis,5266.6,445.0
636,289,327.03,31/10/2024,Lucia Diaz,Salvador Alvarado,3003.32,476.0
639,279,856.16,24/01/2024,Juan Perez,Culiacan,3781.19,424.0
641,204,889.39,15/01/2024,Juan Perez,Culiacan,4382.31,424.0
644,282,33.17,16/05/2024,Luis Lopez,Los Mochis,4013.52,445.0
645,100,790.53,16/01/2024,Maria Garcia,Salvador Alvarado,2185.14,476.0
646,189,667.76,02/10/2024,Juan Perez,Salvador Alvarado,1818.84,476.0
647,255,535.78,27/05/2024,Carlos Ruiz,Culiacan,4247.88,424.0
648,18,704.35,16/11/2024,Pedro Hernandez,Los Mochis,2880.35,445.0
652,262,278.64,22/05/2024,Lucia Diaz,Los Mochis,2328.14,445.0
654,479,715.34,13/10/2024,Pedro Hernandez,Los Mochis,3824.2,445.0
655,94,336.07,06/07/2024,Luis Lopez,Guasave,4525.91,402.0
657,32,545.85,13/08/2024,Maria Garcia,Salvador Alvarado,3835.65,476.0
658,275,855.45,11/02/2024,Luis Lopez,Mazatlan,4422.84,406.0
660,435,339.01,06/05/2024,Carlos Ruiz,Los Mochis,2211.73,445.0
661,147,13.11,06/05/2024,Carlos Ruiz,Los Mochis,992.22,445.0
662,343,646.32,01/12/2024,Lucia Diaz,Culiacan,1824.62,424.0
663,151,823.8,04/10/2024,Carlos Ruiz,Mazatlan,3941.97,406.0
664,140,743.5,06/05/2024,Lucia Diaz,Mazatlan,3051.13,406.0
665,82,170.01,29/07/2024,Juan Perez,Culiacan,2318.51,424.0
666,123,782.69,19/06/2024,Juan Perez,Mazatlan,4727.9,406.0
667,133,840.55,22/05/2024,Carlos Ruiz,Salvador Alvarado,5198.82,476.0
668,413,306.73,16/03/2024,Lucia Diaz,Guasave,1937.19,402.0
669,91,868.92,09/09/2024,Maria Garcia,Guasave,1589.33,402.0
670,50,808.97,15/04/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
671,116,772.08,25/05/2024,Ana Martinez,Los Mochis,3941.16,445.0
672,89,934.4,21/12/2024,Juan Perez,Los Mochis,3977.56,445.0
673,112,306.43,15/08/2024,Maria Garcia,Culiacan,2674.9,424.0
674,204,615.08,01/11/2024,Juan Perez,Culiacan,4382.31,424.0
676,264,238.9,08/08/2024,Lucia Diaz,Culiacan,2929.5,424.0
677,22,914.85,19/10/2024,Juan Perez,Mazatlan,5956.73,406.0
678,47,32.89,09/08/2024,Maria Garcia,Culiacan,4200.35,424.0
679,113,888.95,31/08/2024,Ana Martinez,Mazatlan,4681.52,406.0
680,475,903.88,06/09/2024,Pedro Hernandez,Guasave,2515.61,402.0
681,261,901.09,27/03/2024,Elena Solis,Culiacan,2080.92,424.0
682,221,161.72,27/11/2024,Maria Garcia,Los Mochis,2586.74,445.0
683,361,265.62,12/05/2024,Elena Solis,Salvador Alvarado,2399.98,476.0
684,469,187.3,12/06/2024,Juan Perez,Los Mochis,1877.78,445.0
686,17,465.96,14/05/2024,Ana Martinez,Salvador Alvarado,3332.78,476.0
689,396,312.55,17/08/2024,Pedro Hernandez,Guasave,4492.53,402.0
690,409,574.29,13/05/2024,Pedro Hernandez,Salvador Alvarado,2574.4,476.0
691,98,814.72,13/07/2024,Luis Lopez,Salvador Alvarado,3741.23,476.0
692,246,845.09,10/06/2024,Juan Perez,Guasave,2651.71,402.0
693,225,220.71,19/12/2024,Elena Solis,Salvador Alvarado,2293.19,476.0
695,141,869.36,17/10/2024,Luis Lopez,Los Mochis,3311.59,445.0
697,94,810.97,16/07/2024,Luis Lopez,Guasave,4525.91,402.0
698,171,406.99,18/06/2024,Elena Solis,Guasave,2571.96,402.0
699,66,927.97,04/04/2024,Ana Martinez,Mazatlan,1526.13,406.0
701,249,239.67,20/11/2024,Ana Martinez,Salvador Alvarado,5483.43,476.0
702,47,755.67,27/04/2024,Maria Garcia,Culiacan,4200.35,424.0
705,57,620.3,01/08/2024,Carlos Ruiz,Salvador Alvarado,3931.21,476.0
706,436,408.96,28/09/2024,Elena Solis,Salvador Alvarado,2726.82,476.0
708,41,283.61,19/06/2024,Maria Garcia,Guasave,4999.68,402.0
709,84,673.59,02/06/2024,Carlos Ruiz,Guasave,2720.45,402.0
710,224,325.01,19/12/2024,Elena Solis,Guasave,2919.3,402.0
711,249,394.68,11/03/2024,Ana Martinez,Salvador Alvarado,5483.43,476.0
712,307,863.24,10/09/2024,Ana Martinez,Guasave,5671.54,402.0
713,261,64.31,02/05/2024,Elena Solis,Culiacan,2080.92,424.0
714,292,783.44,13/06/2024,Ana Martinez,Salvador Alvarado,2086.77,476.0
715,395,631.84,14/09/2024,Ana Martinez,Culiacan,3603.04,424.0
716,292,274.58,09/10/2024,Ana Martinez,Salvador Alvarado,2086.77,476.0
717,63,153.08,06/08/2024,Carlos Ruiz,Los Mochis,2948.14,445.0
718,290,756.65,22/12/2024,Pedro Hernandez,Culiacan,4060.79,424.0
719,278,553.43,05/02/2024,Juan Perez,Guasave,3787.26,402.0
720,50,136.58,07/09/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
721,34,656.94,09/09/2024,Juan Perez,Guasave,3660.38,402.0
724,183,467.93,02/06/2024,Juan Perez,Culiacan,3787.59,424.0
725,214,107.45,01/01/2024,Carlos Ruiz,Los Mochis,2367.38,445.0
726,216,471.9,23/11/2024,Lucia Diaz,Mazatlan,2126.98,406.0
727,457,632.73,15/08/2024,Elena Solis,Culiacan,1779.51,424.0
728,310,299.88,05/12/2024,Pedro Hernandez,Salvador Alvarado,3169.43,476.0
729,187,266.04,07/02/2024,Elena Solis,Culiacan,1886.46,424.0
730,177,221.31,11/03/2024,Carlos Ruiz,Salvador Alvarado,4583.33,476.0
731,162,477.29,22/12/2024,Pedro Hernandez,Salvador Alvarado,2544.03,476.0
732,332,911.14,28/02/2024,Maria Garcia,Guasave,5201.79,402.0
733,342,636.94,10/05/2024,Elena Solis,Mazatlan,3987.35,406.0
735,413,582.44,12/06/2024,Lucia Diaz,Guasave,1937.19,402.0
736,173,852.65,28/11/2024,Luis Lopez,Mazatlan,2380.34,406.0
737,148,807.68,04/07/2024,Maria Garcia,Culiacan,4884.71,424.0
738,101,821.37,06/08/2024,Carlos Ruiz,Salvador Alvarado,6296.35,476.0
739,90,939.98,24/01/2024,Juan Perez,Culiacan,3639.7,424.0
740,103,564.58,09/10/2024,Lucia Diaz,Mazatlan,774.13,406.0
742,472,335.38,08/09/2024,Luis Lopez,Mazatlan,1774.04,406.0
744,144,975.94,10/05/2024,Juan Perez,Guasave,1980.93,402.0
745,209,734.36,01/06/2024,Luis Lopez,Salvador Alvarado,4818.18,476.0
746,180,710.07,23/01/2024,Ana Martinez,Mazatlan,3082.34,406.0
748,434,188.63,04/08/2024,Lucia Diaz,Mazatlan,4549.77,406.0
749,46,90.08,16/09/2024,Maria Garcia,Culiacan,1531.36,424.0
751,284,638.25,11/03/2024,Elena Solis,Culiacan,4742.85,424.0
752,386,338.52,22/04/2024,Juan Perez,Culiacan,2450.36,424.0
753,286,910.57,23/12/2024,Carlos Ruiz,Salvador Alvarado,4056.46,476.0
754,346,526.88,08/04/2024,Ana Martinez,Los Mochis,1121.76,445.0
756,48,289.1,14/06/2024,Carlos Ruiz,Mazatlan,2824.84,406.0
757,146,606.04,16/09/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
758,228,347.5,27/04/2024,Carlos Ruiz,Mazatlan,5157.48,406.0
759,405,987.43,14/04/2024,Elena Solis,Los Mochis,2716.18,445.0
760,250,700.47,16/08/2024,Maria Garcia,Culiacan,2930.91,424.0
762,106,78.53,24/05/2024,Maria Garcia,Mazatlan,4375.33,406.0
763,111,913.27,06/03/2024,Elena Solis,Los Mochis,3658.11,445.0
764,281,681.46,13/09/2024,Elena Solis,Culiacan,4854.76,424.0
766,217,912.28,31/03/2024,Lucia Diaz,Mazatlan,6529.51,406.0
767,333,932.82,18/07/2024,Pedro Hernandez,Salvador Alvarado,2954.49,476.0
768,71,909.48,29/10/2024,Elena Solis,Mazatlan,3575.99,406.0
769,112,496.21,25/03/2024,Maria Garcia,Culiacan,2674.9,424.0
772,206,420.12,02/04/2024,Luis Lopez,Salvador Alvarado,2966.49,476.0
773,140,709.87,16/10/2024,Lucia Diaz,Mazatlan,3051.13,406.0
774,218,659.02,02/06/2024,Luis Lopez,Mazatlan,4628.45,406.0
775,240,247.56,15/03/2024,Luis Lopez,Salvador Alvarado,591.49,476.0
777,43,866.73,07/04/2024,Maria Garcia,Culiacan,4402.54,424.0
778,148,858.35,20/06/2024,Maria Garcia,Culiacan,4884.71,424.0
779,73,142.22,15/03/2024,Ana Martinez,Salvador Alvarado,2504.27,476.0
780,431,881.82,25/10/2024,Pedro Hernandez,Los Mochis,2420.23,445.0
781,116,822.49,10/05/2024,Ana Martinez,Los Mochis,3941.16,445.0
782,453,586.48,20/10/2024,Elena Solis,Los Mochis,3757.24,445.0
783,249,885.65,03/02/2024,Ana Martinez,Salvador Alvarado,5483.43,476.0
784,183,503.92,07/02/2024,Juan Perez,Culiacan,3787.59,424.0
785,485,762.03,26/07/2024,Pedro Hernandez,Mazatlan,5552.24,406.0
786,177,230.96,08/01/2024,Carlos Ruiz,Salvador Alvarado,4583.33,476.0
787,148,182.26,13/08/2024,Maria Garcia,Culiacan,4884.71,424.0
788,107,402.11,15/07/2024,Pedro Hernandez,Culiacan,4145.51,424.0
789,332,508.14,07/02/2024,Maria Garcia,Guasave,5201.79,402.0
790,160,489.37,24/03/2024,Ana Martinez,Los Mochis,3219.63,445.0
794,396,1007.46,30/10/2024,Pedro Hernandez,Guasave,4492.53,402.0
795,333,172.69,02/06/2024,Pedro Hernandez,Salvador Alvarado,2954.49,476.0
796,275,593.76,22/02/2024,Luis Lopez,Mazatlan,4422.84,406.0
798,275,986.53,08/10/2024,Luis Lopez,Mazatlan,4422.84,406.0
799,61,521.29,19/08/2024,Maria Garcia,Salvador Alvarado,3533.93,476.0
800,236,864.86,30/12/2024,Elena Solis,Salvador Alvarado,4876.46,476.0
801,129,679.87,31/05/2024,Pedro Hernandez,Mazatlan,1482.65,406.0
803,101,534.74,03/01/2024,Carlos Ruiz,Salvador Alvarado,6296.35,476.0
805,32,461.91,01/06/2024,Maria Garcia,Salvador Alvarado,3835.65,476.0
806,129,418.07,06/10/2024,Pedro Hernandez,Mazatlan,1482.65,406.0
807,108,100.75,13/10/2024,Luis Lopez,Salvador Alvarado,3249.18,476.0
808,148,706.99,08/03/2024,Maria Garcia,Culiacan,4884.71,424.0
810,181,657.07,17/01/2024,Elena Solis,Salvador Alvarado,3275.68,476.0
812,434,100.84,04/12/2024,Lucia Diaz,Mazatlan,4549.77,406.0
813,62,782.55,27/07/2024,Elena Solis,Los Mochis,3039.72,445.0
814,365,440.69,18/08/2024,Carlos Ruiz,Salvador Alvarado,3144.01,476.0
815,1,551.52,15/04/2024,Elena Solis,Culiacan,4076.68,424.0
816,146,100.99,09/02/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
817,256,630.11,03/08/2024,Ana Martinez,Guasave,3237.5,402.0
819,100,10.4,18/03/2024,Maria Garcia,Salvador Alvarado,2185.14,476.0
822,32,316.84,05/04/2024,Maria Garcia,Salvador Alvarado,3835.65,476.0
826,389,481.4,15/12/2024,Pedro Hernandez,Guasave,3237.68,402.0
827,81,195.66,30/01/2024,Carlos Ruiz,Salvador Alvarado,3483.29,476.0
829,158,340.81,06/12/2024,Ana Martinez,Salvador Alvarado,3044.97,476.0
831,404,579.54,23/07/2024,Luis Lopez,Mazatlan,1333.08,406.0
833,113,348.45,28/05/2024,Ana Martinez,Mazatlan,4681.52,406.0
834,88,779.3,15/01/2024,Elena Solis,Mazatlan,4640.8,406.0
838,431,618.33,22/10/2024,Pedro Hernandez,Los Mochis,2420.23,445.0
839,432,848.0,29/02/2024,Juan Perez,Mazatlan,4233.14,406.0
840,107,241.33,22/06/2024,Pedro Hernandez,Culiacan,4145.51,424.0
841,39,580.34,20/02/2024,Pedro Hernandez,Salvador Alvarado,2536.6,476.0
842,389,43.69,24/08/2024,Pedro Hernandez,Guasave,3237.68,402.0
844,468,878.48,02/03/2024,Pedro Hernandez,Guasave,4718.42,402.0
845,224,432.28,01/03/2024,Elena Solis,Guasave,2919.3,402.0
846,135,835.71,04/06/2024,Maria Garcia,Los Mochis,3239.6,445.0
848,213,132.09,27/06/2024,Ana Martinez,Mazatlan,1310.94,406.0
849,65,505.91,08/04/2024,Lucia Diaz,Los Mochis,2526.08,445.0
850,247,809.09,30/09/2024,Carlos Ruiz,Mazatlan,3492.32,406.0
852,457,41.03,14/05/2024,Elena Solis,Culiacan,1779.51,424.0
853,186,617.99,20/03/2024,Juan Perez,Culiacan,3528.16,424.0
854,330,257.61,10/09/2024,Elena Solis,Los Mochis,1820.02,445.0
855,480,490.37,01/07/2024,Maria Garcia,Los Mochis,1515.96,445.0
857,162,742.24,29/12/2024,Pedro Hernandez,Salvador Alvarado,2544.03,476.0
858,235,379.51,17/10/2024,Elena Solis,Los Mochis,4488.88,445.0
859,319,99.86,19/12/2024,Maria Garcia,Guasave,3500.44,402.0
860,347,763.63,28/01/2024,Pedro Hernandez,Guasave,3115.88,402.0
861,89,781.05,19/01/2024,Juan Perez,Los Mochis,3977.56,445.0
863,175,183.8,02/03/2024,Pedro Hernandez,Culiacan,1504.59,424.0
864,117,600.99,16/02/2024,Luis Lopez,Mazatlan,3151.38,406.0
866,361,351.65,01/01/2024,Elena Solis,Salvador Alvarado,2399.98,476.0
868,127,932.08,27/03/2024,Lucia Diaz,Los Mochis,5818.89,445.0
869,293,328.41,11/10/2024,Ana Martinez,Mazatlan,2397.83,406.0
870,30,602.24,21/09/2024,Luis Lopez,Culiacan,2378.77,424.0
871,161,193.85,10/08/2024,Maria Garcia,Mazatlan,4693.41,406.0
872,78,275.62,23/08/2024,Luis Lopez,Los Mochis,5405.27,445.0
873,382,120.54,24/03/2024,Luis Lopez,Salvador Alvarado,2765.37,476.0
874,203,512.25,21/11/2024,Carlos Ruiz,Los Mochis,3343.17,445.0
876,485,948.16,05/02/2024,Pedro Hernandez,Mazatlan,5552.24,406.0
878,274,284.14,11/04/2024,Pedro Hernandez,Salvador Alvarado,2210.12,476.0
879,464,237.21,22/12/2024,Ana Martinez,Culiacan,2750.74,424.0
880,346,534.43,10/02/2024,Ana Martinez,Los Mochis,1121.76,445.0
882,101,893.74,21/12/2024,Carlos Ruiz,Salvador Alvarado,6296.35,476.0
883,148,875.25,15/10/2024,Maria Garcia,Culiacan,4884.71,424.0
887,38,569.8,18/12/2024,Carlos Ruiz,Los Mochis,5266.6,445.0
889,7,473.55,09/05/2024,Carlos Ruiz,Mazatlan,1584.17,406.0
890,83,403.37,28/12/2024,Juan Perez,Salvador Alvarado,839.99,476.0
891,34,583.83,16/04/2024,Juan Perez,Guasave,3660.38,402.0
892,28,814.58,18/10/2024,Pedro Hernandez,Culiacan,3190.48,424.0
893,235,326.99,21/10/2024,Elena Solis,Los Mochis,4488.88,445.0
894,390,49.84,28/09/2024,Elena Solis,Los Mochis,1750.35,445.0
895,203,748.18,19/05/2024,Carlos Ruiz,Los Mochis,3343.17,445.0
897,123,789.67,12/08/2024,Juan Perez,Mazatlan,4727.9,406.0
899,467,355.08,25/02/2024,Carlos Ruiz,Mazatlan,5358.82,406.0
900,127,290.7,19/01/2024,Lucia Diaz,Los Mochis,5818.89,445.0
901,158,182.89,14/06/2024,Ana Martinez,Salvador Alvarado,3044.97,476.0
904,372,301.32,11/08/2024,Pedro Hernandez,Los Mochis,4919.76,445.0
905,420,620.38,21/01/2024,Lucia Diaz,Salvador Alvarado,5832.89,476.0
906,372,535.68,19/04/2024,Pedro Hernandez,Los Mochis,4919.76,445.0
907,285,60.21,28/10/2024,Maria Garcia,Los Mochis,5118.38,445.0
908,471,331.81,23/08/2024,Elena Solis,Salvador Alvarado,3888.39,476.0
909,231,471.88,16/08/2024,Elena Solis,Mazatlan,2724.11,406.0
910,261,78.9,16/08/2024,Elena Solis,Culiacan,2080.92,424.0
912,318,228.59,06/06/2024,Luis Lopez,Culiacan,3692.17,424.0
913,255,720.7,02/12/2024,Carlos Ruiz,Culiacan,4247.88,424.0
915,403,938.1,24/05/2024,Pedro Hernandez,Los Mochis,3613.22,445.0
917,5,808.2,01/02/2024,Lucia Diaz,Los Mochis,3731.07,445.0
918,173,302.85,15/06/2024,Luis Lopez,Mazatlan,2380.34,406.0
920,17,741.92,08/09/2024,Ana Martinez,Salvador Alvarado,3332.78,476.0
921,478,907.91,19/06/2024,Juan Perez,Mazatlan,2221.26,406.0
922,217,568.39,13/09/2024,Lucia Diaz,Mazatlan,6529.51,406.0
923,45,437.65,25/04/2024,Elena Solis,Culiacan,2329.21,424.0
924,110,105.32,31/10/2024,Maria Garcia,Guasave,1617.54,402.0
925,50,691.84,21/01/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
926,9,566.72,06/01/2024,Lucia Diaz,Culiacan,3381.02,424.0
927,17,479.36,14/08/2024,Ana Martinez,Salvador Alvarado,3332.78,476.0
928,144,27.54,27/09/2024,Juan Perez,Guasave,1980.93,402.0
931,60,217.14,11/12/2024,Ana Martinez,Guasave,4568.57,402.0
933,14,751.02,03/11/2024,Lucia Diaz,Los Mochis,3942.61,445.0
934,186,558.64,29/01/2024,Juan Perez,Culiacan,3528.16,424.0
936,264,39.98,30/10/2024,Lucia Diaz,Culiacan,2929.5,424.0
938,332,710.03,30/04/2024,Maria Garcia,Guasave,5201.79,402.0
941,18,886.41,05/05/2024,Pedro Hernandez,Los Mochis,2880.35,445.0
942,267,569.72,04/11/2024,Carlos Ruiz,Los Mochis,4454.15,445.0
944,74,213.34,18/07/2024,Ana Martinez,Culiacan,3231.36,424.0
945,121,91.85,23/05/2024,Carlos Ruiz,Los Mochis,91.85,445.0
947,395,520.58,03/08/2024,Ana Martinez,Culiacan,3603.04,424.0
948,41,944.48,07/01/2024,Maria Garcia,Guasave,4999.68,402.0
951,250,711.95,11/03/2024,Maria Garcia,Culiacan,2930.91,424.0
953,90,557.2,15/10/2024,Juan Perez,Culiacan,3639.7,424.0
955,468,788.06,17/05/2024,Pedro Hernandez,Guasave,4718.42,402.0
956,227,346.1,21/04/2024,Maria Garcia,Los Mochis,1816.11,445.0
958,286,575.81,13/08/2024,Carlos Ruiz,Salvador Alvarado,4056.46,476.0
960,415,257.53,31/03/2024,Carlos Ruiz,Culiacan,1212.08,424.0
961,23,292.97,18/12/2024,Carlos Ruiz,Los Mochis,2973.65,445.0
962,471,239.0,14/11/2024,Elena Solis,Salvador Alvarado,3888.39,476.0
963,117,20.41,02/07/2024,Luis Lopez,Mazatlan,3151.38,406.0
964,120,712.01,08/03/2024,Maria Garcia,Guasave,2952.69,402.0
965,176,943.76,08/02/2024,Luis Lopez,Salvador Alvarado,2500.05,476.0
966,353,713.2,01/05/2024,Maria Garcia,Salvador Alvarado,2375.06,476.0
967,193,325.18,06/07/2024,Elena Solis,Mazatlan,1434.38,406.0
968,449,28.38,04/10/2024,Lucia Diaz,Mazatlan,3078.31,406.0
970,412,257.42,16/04/2024,Maria Garcia,Mazatlan,1105.06,406.0
971,319,660.93,18/08/2024,Maria Garcia,Guasave,3500.44,402.0
972,102,1004.16,25/01/2024,Lucia Diaz,Salvador Alvarado,3404.67,476.0
973,256,221.74,06/04/2024,Ana Martinez,Guasave,3237.5,402.0
974,49,741.47,01/10/2024,Maria Garcia,Los Mochis,2919.2,445.0
976,23,174.17,16/09/2024,Carlos Ruiz,Los Mochis,2973.65,445.0
979,1,921.82,24/04/2024,Elena Solis,Culiacan,4076.68,424.0
980,369,521.88,02/04/2024,Maria Garcia,Guasave,1945.19,402.0
981,247,460.77,13/02/2024,Carlos Ruiz,Mazatlan,3492.32,406.0
982,257,511.71,29/11/2024,Pedro Hernandez,Los Mochis,1103.12,445.0
983,460,501.19,26/01/2024,Lucia Diaz,Guasave,2545.8,402.0
984,310,593.41,07/06/2024,Pedro Hernandez,Salvador Alvarado,3169.43,476.0
986,130,115.0,28/08/2024,Pedro Hernandez,Los Mochis,1500.52,445.0
987,155,912.07,13/05/2024,Lucia Diaz,Mazatlan,5137.92,406.0
990,5,771.82,24/05/2024,Lucia Diaz,Los Mochis,3731.07,445.0
991,88,907.52,23/06/2024,Elena Solis,Mazatlan,4640.8,406.0
992,43,730.68,02/12/2024,Maria Garcia,Culiacan,4402.54,424.0
994,197,311.76,03/12/2024,Elena Solis,Culiacan,1537.41,424.0
995,359,852.5,21/07/2024,Lucia Diaz,Mazatlan,1632.56,406.0
996,61,361.69,04/08/2024,Maria Garcia,Salvador Alvarado,3533.93,476.0
997,89,24.67,04/09/2024,Juan Perez,Los Mochis,3977.56,445.0
1000,267,882.94,14/10/2024,Carlos Ruiz,Los Mochis,4454.15,445.0
1001,149,735.52,02/08/2024,Elena Solis,Mazatlan,1227.97,406.0
1003,469,166.0,07/11/2024,Juan Perez,Los Mochis,1877.78,445.0
